300,35
299,34
301,35
302,35
304,35
306,35
307,35
309,35
310,35
312,35
313,35
314,35
316,35
318,35
320,34
322,34
324,34
326,34
328,33
330,33
332,33
334,33
336,32
338,32
340,32
342,32
344,31
346,31
348,31
350,31
352,30
354,30
356,30
358,30
360,29
362,29
364,29
366,29
368,29
370,28
372,28
374,28
376,28
378,27
380,27
382,27
384,27
386,26
388,26
390,26
392,26
394,25
396,25
398,25
399,25
401,25
403,25
405,24
407,24
409,24
411,24
413,24
414,24
416,24
418,24
420,24
422,24
424,24
426,24
428,24
430,24
432,24
434,24
436,24
438,24
440,24
442,24
444,24
446,24
448,24
450,24
452,24
454,24
456,23
458,23
460,23
462,23
464,23
466,23
468,23
470,23
472,23
474,23
476,23
478,23
480,23
482,23
484,23
486,23
488,23
490,23
492,23
494,23
496,23
498,23
500,23
502,23
504,23
506,23
508,23
510,23
512,23
514,23
515,23
517,23
519,23
521,23
523,23
525,23
527,24
529,24
531,24
533,24
535,24
537,24
539,24
541,24
543,24
545,24
547,25
549,25
551,25
553,25
555,25
557,25
559,25
561,25
563,25
565,25
565,25
565,25
565,25
565,25
565,25
567,26
568,28
568,28
568,28
568,28
568,28
569,28
569,29
570,30
570,31
571,32
571,33
571,34
571,35
572,36
572,38
572,39
572,41
572,43
572,45
572,47
572,49
572,51
573,53
573,55
573,56
573,58
573,60
573,62
573,64
573,66
573,68
572,70
572,72
572,74
572,76
572,78
572,80
572,82
572,84
572,86
572,88
572,90
572,92
572,94
572,96
572,98
572,100
572,102
572,104
572,106
572,108
572,110
572,112
572,114
572,116
572,118
572,120
572,122
572,124
572,126
572,128
572,130
572,132
572,134
572,136
572,138
572,140
572,142
572,144
572,146
572,148
572,150
572,152
572,154
572,156
572,158
572,160
572,162
572,164
572,166
572,168
572,170
572,172
572,174
572,176
571,178
571,180
571,182
571,184
571,186
571,188
570,190
570,192
570,194
569,196
569,198
569,200
568,202
568,204
568,206
567,208
567,210
566,212
566,214
566,216
565,218
565,220
565,222
564,224
564,226
564,227
564,228
564,230
564,232
564,234
564,236
564,238
564,240
564,242
564,244
564,246
564,248
564,250
564,252
564,254
564,256
564,258
564,260
564,262
564,264
564,266
565,268
565,270
565,272
565,274
565,276
565,278
565,280
565,282
565,284
565,286
565,288
565,290
565,292
565,294
565,296
565,298
565,300
565,302
565,304
566,306
566,308
566,310
566,312
566,314
566,316
566,318
566,320
566,322
566,324
566,326
566,328
566,330
566,332
566,334
566,336
566,338
566,340
566,342
566,344
567,346
567,348
567,350
567,352
567,354
567,356
567,358
567,360
567,362
567,364
567,366
567,368
567,370
567,372
567,374
567,376
567,378
567,380
567,382
568,384
568,386
568,388
568,390
568,392
568,394
568,396
568,398
568,400
568,402
568,404
568,406
568,408
568,410
568,412
568,414
568,416
568,418
568,420
568,422
569,424
569,426
569,428
569,430
569,432
569,434
569,436
569,438
569,440
569,442
569,444
569,446
569,448
568,450
568,452
568,454
567,456
567,458
567,460
567,462
566,464
566,466
566,468
565,470
565,472
565,473
565,475
564,476
564,478
564,479
564,481
563,482
563,484
563,485
563,486
563,488
564,490
564,492
564,494
564,496
565,498
565,500
565,502
565,503
566,505
566,507
566,509
566,511
567,513
567,515
567,517
568,519
568,521
568,523
568,526
568,528
567,530
566,532
566,534
565,535
565,536
565,537
564,539
564,540
564,541
564,543
564,545
565,547
565,549
565,551
565,552
565,554
566,556
566,558
566,560
566,563
566,565
565,567
565,567
565,567
565,567
565,567
565,567
564,568
563,568
563,569
562,570
561,570
560,571
559,571
558,572
557,572
556,572
555,572
554,573
553,573
552,573
550,573
548,573
546,573
544,573
542,573
540,573
539,573
537,573
535,573
533,573
531,573
529,573
527,573
525,573
523,573
521,573
519,573
517,573
515,573
511,573
508,573
504,572
501,572
497,571
494,570
490,569
487,568
483,567
480,566
477,564
474,562
471,561
469,560
468,559
467,559
466,559
464,558
463,558
462,558
461,558
459,558
458,558
457,559
455,559
453,559
452,559
451,559
449,560
447,560
443,561
439,561
436,561
432,561
429,560
425,560
421,559
418,559
414,558
411,557
408,556
404,554
401,553
398,551
394,550
391,548
388,546
385,544
382,542
380,539
377,537
374,535
372,532
369,529
367,527
365,524
365,524
365,524
365,524
365,524
365,524
365,524
365,524
365,524
365,524
365,524
365,524
365,524
365,524
365,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
362,524
361,526
360,527
358,529
356,530
354,530
352,531
349,531
347,530
347,530
347,530
347,530
347,530
347,530
347,530
347,530
347,530
347,530
347,530
347,530
347,530
347,530
347,530
345,531
343,532
341,532
339,532
336,531
334,530
331,529
328,527
325,525
322,522
320,520
317,518
314,515
312,513
309,510
307,507
305,504
303,501
301,498
299,495
298,492
296,489
295,485
293,482
292,479
291,475
290,472
290,468
