300,35
299,31
299,31
299,31
299,31
299,31
299,31
299,31
299,31
299,31
299,31
299,31
299,31
299,31
300,30
300,30
300,30
301,29
302,28
303,28
303,27
304,27
305,26
306,26
307,25
308,25
309,25
310,24
311,24
312,24
314,24
316,24
318,24
320,24
322,24
323,24
325,24
327,24
329,24
331,24
333,24
335,23
337,23
339,23
341,23
343,23
345,23
347,23
349,23
351,23
353,23
355,23
357,23
359,23
361,23
363,23
365,23
367,23
369,23
371,23
373,23
375,23
377,23
379,23
381,23
383,23
385,23
387,23
389,23
391,23
393,23
395,23
397,23
399,23
401,23
403,23
405,23
407,23
409,23
411,23
413,23
415,23
417,23
419,23
421,23
423,23
425,23
427,23
429,23
431,23
433,23
434,23
436,23
438,23
440,23
442,23
444,23
446,23
448,24
450,24
452,24
454,24
456,24
458,24
460,24
462,24
464,24
466,24
468,24
470,25
472,25
474,25
476,25
478,25
480,25
482,25
484,25
486,25
488,25
490,26
492,26
495,27
497,28
498,29
500,30
502,31
503,32
504,32
505,33
506,33
508,33
509,34
510,34
511,34
513,34
515,34
517,34
519,33
521,33
523,33
525,33
527,33
529,33
531,33
533,33
535,33
537,32
539,32
541,32
543,32
545,32
547,32
549,32
551,32
553,32
555,31
557,31
559,31
561,31
563,31
565,31
565,31
565,31
565,31
564,31
564,31
564,31
564,31
564,31
564,31
564,31
564,31
566,32
566,32
566,32
567,33
567,33
568,34
569,35
569,36
570,37
570,38
570,39
571,40
571,41
571,42
571,43
572,44
572,46
572,48
572,50
572,51
572,53
572,55
572,57
572,59
572,61
572,63
572,65
572,67
572,69
573,71
573,73
573,75
573,77
573,79
573,81
573,83
573,84
573,86
573,88
573,90
573,92
572,94
572,96
572,98
572,100
572,102
572,104
572,106
572,108
572,110
572,112
572,114
572,116
572,118
572,120
572,122
572,124
571,126
571,128
571,130
571,132
571,134
571,136
571,138
571,140
571,142
571,144
571,146
571,148
571,150
571,152
571,154
570,158
570,161
570,165
569,168
568,172
567,175
566,179
565,182
564,185
562,189
561,192
560,193
560,194
559,196
559,197
559,198
559,199
559,201
559,203
558,204
558,206
558,207
558,208
559,209
559,211
560,213
560,215
561,217
561,218
562,220
562,222
563,224
563,226
564,228
564,230
565,232
565,234
566,236
566,238
567,240
567,242
568,244
568,245
569,247
569,249
570,251
570,253
571,254
571,256
571,257
572,259
572,261
572,263
572,264
572,266
573,268
573,270
573,272
573,273
573,275
573,277
573,279
573,281
573,283
574,285
574,287
574,289
574,291
574,293
574,295
574,296
574,298
574,300
574,302
574,304
574,306
574,308
574,310
574,312
574,314
574,316
574,318
574,320
574,322
573,324
573,326
573,328
573,330
573,332
573,334
573,336
573,338
573,340
573,342
573,344
573,346
573,348
573,350
573,352
573,354
573,356
573,358
573,360
573,362
573,364
573,366
573,368
573,370
573,372
573,374
573,376
573,378
573,380
572,382
572,384
572,386
572,388
572,390
572,392
572,394
572,396
572,398
572,400
572,402
572,404
572,406
572,408
572,410
572,412
572,414
571,417
570,419
569,420
568,421
566,423
566,424
565,425
563,427
563,427
562,428
561,429
561,430
560,431
559,432
559,433
558,434
558,436
558,437
558,438
558,439
558,441
558,442
558,443
558,445
559,446
559,448
560,450
560,451
561,453
562,455
562,457
563,459
564,461
564,463
565,465
565,467
565,469
566,471
566,473
566,475
567,477
567,479
567,481
567,483
568,485
568,487
568,489
568,491
568,493
568,495
567,497
567,499
567,501
566,503
566,505
565,507
564,509
563,511
562,512
561,513
560,514
560,515
559,516
559,518
559,519
558,521
557,522
557,524
557,525
556,526
556,527
556,529
556,530
557,531
557,533
557,534
557,535
558,536
559,538
560,540
560,542
561,543
562,546
562,548
562,550
562,552
561,554
561,556
560,557
560,558
560,559
559,561
559,562
559,563
559,565
559,565
559,565
559,565
559,565
559,565
559,565
559,565
559,565
560,567
560,567
560,567
560,567
561,569
561,569
561,569
561,569
561,571
560,573
559,575
558,577
556,579
554,580
552,581
550,581
550,581
549,581
548,581
547,581
546,581
545,581
544,581
543,581
542,580
541,580
538,578
535,577
531,575
530,574
528,573
526,572
525,571
523,570
521,569
519,568
516,566
514,565
513,565
511,564
510,563
509,563
508,563
506,563
505,562
504,562
503,562
501,563
499,563
497,563
495,563
493,563
491,563
489,564
487,564
485,564
483,564
481,564
479,564
477,564
475,565
473,565
471,565
469,565
467,565
465,565
463,566
461,566
459,566
457,566
455,566
453,566
451,566
449,567
447,567
445,567
443,567
441,567
439,567
437,568
435,568
431,567
427,567
424,566
420,565
417,564
413,563
410,562
407,560
404,559
400,557
397,555
394,553
391,551
388,549
385,547
383,545
380,542
380,542
380,542
380,542
380,542
380,542
380,542
380,542
380,542
380,542
380,542
380,542
380,542
378,542
378,542
378,542
378,542
376,541
372,541
369,540
365,538
362,537
359,536
355,534
352,532
349,531
346,529
343,527
340,524
338,522
335,520
332,517
330,515
327,512
325,509
323,506
321,503
319,500
317,497
315,494
314,491
313,487
311,484
310,481
309,477
309,477
309,477
309,477
309,477
309,477
309,477
309,477
309,477
309,477
309,477
309,477
309,477
309,477
307,476
304,474
301,472
